phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6426402,http://demiddleeast.com/chaseonline.update/CHASE,http://www.phishtank.com/phish_detail.php?phish_id=6426402,2020-03-01T03:00:53+00:00,yes,2020-03-01T03:03:06+00:00,yes,Other
6426401,http://cheapmlbdiamondbacksjerseys.com/en/94VtZSHTSpjpF94VtZSHTSpjpFbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4Vbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4V/login/eb1e78328c46506b46a4ac4a1e378b91,http://www.phishtank.com/phish_detail.php?phish_id=6426401,2020-03-01T03:00:49+00:00,yes,2020-03-01T03:03:06+00:00,yes,Other
6426400,http://cheapmlbdiamondbacksjerseys.com/en/94VtZSHTSpjpF94VtZSHTSpjpFbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4Vbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4V/login/23ef5cf238a3b88085d95adf94c24a25,http://www.phishtank.com/phish_detail.php?phish_id=6426400,2020-03-01T03:00:45+00:00,yes,2020-03-01T03:03:06+00:00,yes,Other
6426399,http://cheapmlbdiamondbacksjerseys.com/en/94VtZSHTSpjpF94VtZSHTSpjpFbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4Vbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4V/login/0919b5c38396c3f0c41f1112d538e42c,http://www.phishtank.com/phish_detail.php?phish_id=6426399,2020-03-01T03:00:40+00:00,yes,2020-03-01T03:02:10+00:00,yes,Other
6426398,http://chasebank-secure5-login.xyz/Safe&amp;Secure-Chase-Bank-Online-Account-Login,http://www.phishtank.com/phish_detail.php?phish_id=6426398,2020-03-01T03:00:36+00:00,yes,2020-03-01T03:02:10+00:00,yes,Other
6426397,http://chasebank-secure2-login.xyz/Safe&amp;Secure-Chase-Bank-Online-Account-Login,http://www.phishtank.com/phish_detail.php?phish_id=6426397,2020-03-01T03:00:32+00:00,yes,2020-03-01T03:02:10+00:00,yes,Other
6426396,http://chasebank-secure0-login.xyz/Safe&amp;Secure-Chase-Bank-Online-Account-Login,http://www.phishtank.com/phish_detail.php?phish_id=6426396,2020-03-01T03:00:28+00:00,yes,2020-03-01T03:02:10+00:00,yes,Other
6426395,http://boxesline.com/bo/boffa/boffa/BOfA,http://www.phishtank.com/phish_detail.php?phish_id=6426395,2020-03-01T03:00:25+00:00,yes,2020-03-01T03:01:13+00:00,yes,Other
6426382,https://megaofertasblackluiza.com/22405a7jvbbgteklaopjnm/index.php?o-de-panelas-tramontina-antiaderente-de-aluminio-vermelho-10-pecas-turim-20298-722/p/144129900/ud/panl/&amp;id=1,http://www.phishtank.com/phish_detail.php?phish_id=6426382,2020-03-01T02:05:09+00:00,yes,2020-03-01T02:19:51+00:00,yes,Other
6426380,http://cheapmlbdiamondbacksjerseys.com/en/94VtZSHTSpjpF94VtZSHTSpjpFbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4Vbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4V/login/0919b5c38396c3f0c41f1112d538e42c/,http://www.phishtank.com/phish_detail.php?phish_id=6426380,2020-03-01T02:04:56+00:00,yes,2020-03-01T02:19:51+00:00,yes,Other
6426379,http://mail.return2020zhz.com/banks/Desjardins/,http://www.phishtank.com/phish_detail.php?phish_id=6426379,2020-03-01T02:04:51+00:00,yes,2020-03-01T02:19:51+00:00,yes,Other
6426378,http://mail.return2020zhz.com/banks/Desjardins/details.php,http://www.phishtank.com/phish_detail.php?phish_id=6426378,2020-03-01T02:04:47+00:00,yes,2020-03-01T02:18:55+00:00,yes,Other
6426377,http://cheapmlbdiamondbacksjerseys.com/en/94VtZSHTSpjpF94VtZSHTSpjpFbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4Vbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4V/login/eb1e78328c46506b46a4ac4a1e378b91/,http://www.phishtank.com/phish_detail.php?phish_id=6426377,2020-03-01T02:04:43+00:00,yes,2020-03-01T02:18:55+00:00,yes,Other
6426376,http://cheapmlbdiamondbacksjerseys.com/en/94VtZSHTSpjpF94VtZSHTSpjpFbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4Vbmet6KfhwxF2tnFRDEa255Ey433YdH3DpMQnyRkwpuGmGp9rfZaMN4V/login/23ef5cf238a3b88085d95adf94c24a25/,http://www.phishtank.com/phish_detail.php?phish_id=6426376,2020-03-01T02:04:39+00:00,yes,2020-03-01T02:18:55+00:00,yes,Other
6426375,https://husigift.com/OMACH/FBG/,http://www.phishtank.com/phish_detail.php?phish_id=6426375,2020-03-01T02:04:32+00:00,yes,2020-03-01T02:18:00+00:00,yes,Other
6426374,https://www2.amazon.co.jp.amazonkjkscvdd3kmj.monster/,http://www.phishtank.com/phish_detail.php?phish_id=6426374,2020-03-01T02:04:27+00:00,yes,2020-03-01T02:18:00+00:00,yes,Other
6426373,http://spartanlandsurveying.com/veri/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6426373,2020-03-01T02:04:24+00:00,yes,2020-03-01T02:18:00+00:00,yes,Other
6426372,http://spartanlandsurveying.com/veri/up.php,http://www.phishtank.com/phish_detail.php?phish_id=6426372,2020-03-01T02:04:23+00:00,yes,2020-03-01T02:18:00+00:00,yes,Other
6426371,https://mail.articles-for-you.net/,http://www.phishtank.com/phish_detail.php?phish_id=6426371,2020-03-01T02:04:19+00:00,yes,2020-03-01T02:17:04+00:00,yes,Other
6426369,https://9rahul9.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6426369,2020-03-01T02:04:10+00:00,yes,2020-03-01T02:17:04+00:00,yes,Other
6426367,https://focalflap53.com/DHL-%20LINKS/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=nobody@mycraftmail.com&amp;fid=1&amp;fid=4&amp;rand=13InboxLightaspxn.1774256418,http://www.phishtank.com/phish_detail.php?phish_id=6426367,2020-03-01T02:04:02+00:00,yes,2020-03-01T02:17:04+00:00,yes,Other
6426366,https://www.marathontrack.com/111/mchase/second.html,http://www.phishtank.com/phish_detail.php?phish_id=6426366,2020-03-01T02:03:58+00:00,yes,2020-03-01T02:16:09+00:00,yes,Other
6426365,http://chasebank-secure5-login.xyz/Safe&amp;Secure-Chase-Bank-Online-Account-Login/,http://www.phishtank.com/phish_detail.php?phish_id=6426365,2020-03-01T02:03:53+00:00,yes,2020-03-01T02:16:09+00:00,yes,Other
6426364,http://chasebank-secure0-login.xyz/Safe&amp;Secure-Chase-Bank-Online-Account-Login/,http://www.phishtank.com/phish_detail.php?phish_id=6426364,2020-03-01T02:03:50+00:00,yes,2020-03-01T02:16:09+00:00,yes,Other
6426363,http://chasebank-secure2-login.xyz/Safe&amp;Secure-Chase-Bank-Online-Account-Login/,http://www.phishtank.com/phish_detail.php?phish_id=6426363,2020-03-01T02:03:46+00:00,yes,2020-03-01T02:16:09+00:00,yes,Other
6426362,http://secure.bankofamerica.com-login-sign-in-signonv2screen.go.suzukihaiphong.com.vn/final/,http://www.phishtank.com/phish_detail.php?phish_id=6426362,2020-03-01T02:03:42+00:00,yes,2020-03-01T02:15:12+00:00,yes,Other
6426361,http://secure.bankofamerica.com-login-sign-in-signonv2screen.go.suzukihaiphong.com.vn/,http://www.phishtank.com/phish_detail.php?phish_id=6426361,2020-03-01T02:03:40+00:00,yes,2020-03-01T02:15:12+00:00,yes,Other
6426360,http://www.ksiegowoscmartax.pl/images/tmp/conferma-dati/1445df086a8fe5e7c271abfa96b89b02/,http://www.phishtank.com/phish_detail.php?phish_id=6426360,2020-03-01T02:03:36+00:00,yes,2020-03-01T02:15:12+00:00,yes,Other
6426359,https://aluminiosapdm.com/secureddr0pb0xaccessdocuments0019988392/document/view.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Document_5f3i97ef2cd-UserID&userid=,http://www.phishtank.com/phish_detail.php?phish_id=6426359,2020-03-01T02:03:33+00:00,yes,2020-03-01T02:15:12+00:00,yes,Other
6426358,http://aluminiosapdm.com/secureddr0pb0xaccessdocuments0019988392/document,http://www.phishtank.com/phish_detail.php?phish_id=6426358,2020-03-01T02:03:31+00:00,yes,2020-03-01T02:14:16+00:00,yes,Other
6426357,http://mentionpodcast.xyz/doc/0nfile/oneddrive/login-option.php,http://www.phishtank.com/phish_detail.php?phish_id=6426357,2020-03-01T02:03:25+00:00,yes,2020-03-01T02:14:16+00:00,yes,Other
6426355,http://chawl.dyndns.dk/office,http://www.phishtank.com/phish_detail.php?phish_id=6426355,2020-03-01T02:03:21+00:00,yes,2020-03-01T02:13:20+00:00,yes,Other
6426356,http://chawl.dyndns.dk/office/,http://www.phishtank.com/phish_detail.php?phish_id=6426356,2020-03-01T02:03:21+00:00,yes,2020-03-01T02:14:16+00:00,yes,Other
6426354,http://celestialclean.com/yahoo/mail/home/,http://www.phishtank.com/phish_detail.php?phish_id=6426354,2020-03-01T02:03:18+00:00,yes,2020-03-01T02:13:20+00:00,yes,Other
6426353,http://celestialclean.com/yahoo/mail/home,http://www.phishtank.com/phish_detail.php?phish_id=6426353,2020-03-01T02:03:17+00:00,yes,2020-03-01T02:13:20+00:00,yes,Other
6426352,http://chinacelticgolf.com/styles/pay/70ece1e1e0931919438fcfc6bd5f199c/,http://www.phishtank.com/phish_detail.php?phish_id=6426352,2020-03-01T02:03:14+00:00,yes,2020-03-01T02:13:20+00:00,yes,Other
6426351,http://chinacelticgolf.com/styles/pay/70ece1e1e0931919438fcfc6bd5f199c,http://www.phishtank.com/phish_detail.php?phish_id=6426351,2020-03-01T02:03:13+00:00,yes,2020-03-01T02:12:25+00:00,yes,Other
6426350,http://wap707.000webhostapp.com/delivery.php?code=4082007,http://www.phishtank.com/phish_detail.php?phish_id=6426350,2020-03-01T02:03:08+00:00,yes,2020-03-01T02:12:25+00:00,yes,Other
6426349,http://digitalhealthchat.com/craigslist.account/payment.html,http://www.phishtank.com/phish_detail.php?phish_id=6426349,2020-03-01T02:03:03+00:00,yes,2020-03-01T02:12:25+00:00,yes,Other
6426348,http://digitalhealthchat.com/craigslist.account/,http://www.phishtank.com/phish_detail.php?phish_id=6426348,2020-03-01T02:02:55+00:00,yes,2020-03-01T02:12:25+00:00,yes,Other
6426347,http://digitalhealthchat.com/craigslist.account,http://www.phishtank.com/phish_detail.php?phish_id=6426347,2020-03-01T02:02:54+00:00,yes,2020-03-01T02:11:29+00:00,yes,Other
6426346,http://8.81.199.35.bc.googleusercontent.com/link/,http://www.phishtank.com/phish_detail.php?phish_id=6426346,2020-03-01T02:02:50+00:00,yes,2020-03-01T02:11:29+00:00,yes,Other
6426345,http://8.81.199.35.bc.googleusercontent.com/link,http://www.phishtank.com/phish_detail.php?phish_id=6426345,2020-03-01T02:02:49+00:00,yes,2020-03-01T02:11:29+00:00,yes,Other
6426344,http://racheldaughn.com/wp-admin/wellsnew/update.php?request_type=LogLogonHandler&amp;location=us_logon1,http://www.phishtank.com/phish_detail.php?phish_id=6426344,2020-03-01T02:02:46+00:00,yes,2020-03-01T02:10:32+00:00,yes,Other
6426343,http://smsbofa-alert.web-office.top/step1.php,http://www.phishtank.com/phish_detail.php?phish_id=6426343,2020-03-01T02:02:41+00:00,yes,2020-03-01T02:10:32+00:00,yes,Other
6426342,http://applepro.co.uk/home/info.php?cmd=login_submit&amp;id=60e5280d81ec703a492a0de9c837dcbe60e5280d81ec703a492a0de9c837dcbe&amp;session=60e5280d81ec703a492a0de9c837dcbe60e5280d81ec703a492a0de9c837dcbe,http://www.phishtank.com/phish_detail.php?phish_id=6426342,2020-03-01T02:02:37+00:00,yes,2020-03-01T02:10:32+00:00,yes,Other
6426339,https://mouhinjoma.blogspot.be/2019/04/blog-post.html,http://www.phishtank.com/phish_detail.php?phish_id=6426339,2020-03-01T02:02:29+00:00,yes,2020-03-01T02:09:36+00:00,yes,Other
6426340,https://mouhinjoma.blogspot.com/2019/04/blog-post.html,http://www.phishtank.com/phish_detail.php?phish_id=6426340,2020-03-01T02:02:29+00:00,yes,2020-03-01T02:10:32+00:00,yes,Other
6426338,http://coingate.es/http2/www.netflix.com/index.php?q=gw2v8mxngw2v-f1lj-gw2vf1ljf1lj-8p6uf1lj&s=gw2v8mxngw2v-f1lj-gw2vf1ljf1lj-8p6uf1lj&n=gw2v8mxngw2v-f1lj-gw2vf1ljf1lj-8p6uf1lj,http://www.phishtank.com/phish_detail.php?phish_id=6426338,2020-03-01T02:02:26+00:00,yes,2020-03-01T02:09:36+00:00,yes,Other
6426337,http://coingate.es/http2/www.netflix.com/index.php?n=facgaqf4facg-1l6r-facg1l6r1l6r-l6551l6r&amp;q=facgaqf4facg-1l6r-facg1l6r1l6r-l6551l6r&amp;s=facgaqf4facg-1l6r-facg1l6r1l6r-l6551l6r,http://www.phishtank.com/phish_detail.php?phish_id=6426337,2020-03-01T02:02:25+00:00,yes,2020-03-01T02:09:36+00:00,yes,Other
6426336,http://demiddleeast.com/chaseonline.update/CHASE/thanks.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=45&amp;id=2565308832&SERVID=Service_Login_&_Authentication=435607962404c42433d7b256a94a3ce4dbc7d424,http://www.phishtank.com/phish_detail.php?phish_id=6426336,2020-03-01T02:02:21+00:00,yes,2020-03-01T02:09:36+00:00,yes,Other
6426335,http://demiddleeast.com/chaseonline.update/CHASE/thanks.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=45&amp;id=2565308832,http://www.phishtank.com/phish_detail.php?phish_id=6426335,2020-03-01T02:02:17+00:00,yes,2020-03-01T02:08:40+00:00,yes,Other
6426334,http://tgys.ccjindian.cn/Billing.html,http://www.phishtank.com/phish_detail.php?phish_id=6426334,2020-03-01T02:02:14+00:00,yes,2020-03-01T02:08:40+00:00,yes,Amazon.com
6426333,http://demiddleeast.com/chaseonline.update/CHASE/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=52&amp;id=7173086859&SERVID=Service_Login_&_Authentication=7d7b5c8c3ce74df5c943081ad89677fd0e3ec450,http://www.phishtank.com/phish_detail.php?phish_id=6426333,2020-03-01T02:02:13+00:00,yes,2020-03-01T02:08:40+00:00,yes,Other
6426332,http://demiddleeast.com/chaseonline.update/CHASE/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=52&amp;id=7173086859,http://www.phishtank.com/phish_detail.php?phish_id=6426332,2020-03-01T02:02:11+00:00,yes,2020-03-01T02:08:40+00:00,yes,Other
6426331,http://demiddleeast.com/chaseonline.update/CHASE/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=67&amp;id=3520207251&SERVID=Service_Login_&_Authentication=d791eba3641b32355c37b48a419559fc45f3a6d3,http://www.phishtank.com/phish_detail.php?phish_id=6426331,2020-03-01T02:02:08+00:00,yes,2020-03-01T02:07:44+00:00,yes,Other
6426330,http://demiddleeast.com/chaseonline.update/CHASE/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=67&amp;id=3520207251,http://www.phishtank.com/phish_detail.php?phish_id=6426330,2020-03-01T02:02:05+00:00,yes,2020-03-01T02:07:44+00:00,yes,Other
6426329,http://demiddleeast.com/chaseonline.update/CHASE/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=32&amp;id=7850191753&SERVID=Service_Login_&_Authentication=f6a37f6dc40ead09ce89192885fdbb1cb38d77a8,http://www.phishtank.com/phish_detail.php?phish_id=6426329,2020-03-01T02:02:01+00:00,yes,2020-03-01T02:07:44+00:00,yes,Other
6426328,http://demiddleeast.com/chaseonline.update/CHASE/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=32&amp;id=7850191753,http://www.phishtank.com/phish_detail.php?phish_id=6426328,2020-03-01T02:01:56+00:00,yes,2020-03-01T02:06:48+00:00,yes,Other
6426327,http://demiddleeast.com/chaseonline.update/CHASE/assets/saved_resource.php?&SERVID=Service_Login_&_Authentication=08578dc66eb70c7953653cc8ac7869eb207a29c9,http://www.phishtank.com/phish_detail.php?phish_id=6426327,2020-03-01T02:01:52+00:00,yes,2020-03-01T02:06:48+00:00,yes,Other
6426326,http://demiddleeast.com/chaseonline.update/CHASE/assets/saved_resource.php,http://www.phishtank.com/phish_detail.php?phish_id=6426326,2020-03-01T02:01:49+00:00,yes,2020-03-01T02:06:48+00:00,yes,Other
6426325,http://onlinebusservice.com/-/telekom/,http://www.phishtank.com/phish_detail.php?phish_id=6426325,2020-03-01T02:01:46+00:00,yes,2020-03-01T02:06:48+00:00,yes,Other
6426324,http://onlinebusservice.com/-/telekom,http://www.phishtank.com/phish_detail.php?phish_id=6426324,2020-03-01T02:01:45+00:00,yes,2020-03-01T02:05:51+00:00,yes,Other
6426323,https://www.facebook-market-place-item20324093232.d9fashion.com/,http://www.phishtank.com/phish_detail.php?phish_id=6426323,2020-03-01T02:01:40+00:00,yes,2020-03-01T02:05:51+00:00,yes,Other
6426322,http://www.apple.com.eivnad.cn/mim/31j27k673969zq18w1sma485o85802798iv6755b5293y6223d.html,http://www.phishtank.com/phish_detail.php?phish_id=6426322,2020-03-01T02:01:34+00:00,yes,2020-03-01T02:05:51+00:00,yes,Other
6426321,https://diyar.uz/192837560311ocKontaktiert3A2F2F2Fws2FISAPIdllFM2MContact26item3D14276952031426requested3Kundenservice-lutz@balaha-records.de.html,http://www.phishtank.com/phish_detail.php?phish_id=6426321,2020-03-01T02:01:30+00:00,yes,2020-03-01T02:05:51+00:00,yes,Other
6426319,http://demiddleeast.com/chaseonline.update/CHASE/,http://www.phishtank.com/phish_detail.php?phish_id=6426319,2020-03-01T02:01:25+00:00,yes,2020-03-01T02:04:54+00:00,yes,Other
6426320,http://demiddleeast.com/chaseonline.update/CHASE/?&SERVID=Service_Login_&_Authentication=ab0e110885df53b5cc2d7be71069bd5fdc4a66a1,http://www.phishtank.com/phish_detail.php?phish_id=6426320,2020-03-01T02:01:25+00:00,yes,2020-03-01T02:04:54+00:00,yes,Other
6426318,http://178.210.66.37/ll/myaccount/access2.html,http://www.phishtank.com/phish_detail.php?phish_id=6426318,2020-03-01T02:01:21+00:00,yes,2020-03-01T02:04:54+00:00,yes,Other
6426317,http://178.210.66.37/ll/myaccount/billing.html,http://www.phishtank.com/phish_detail.php?phish_id=6426317,2020-03-01T02:01:17+00:00,yes,2020-03-01T02:04:54+00:00,yes,Other
6426316,http://178.210.66.37/ll/myaccount/vbv.html,http://www.phishtank.com/phish_detail.php?phish_id=6426316,2020-03-01T02:01:14+00:00,yes,2020-03-01T02:03:57+00:00,yes,Other
6426315,http://178.210.66.37/ll/myaccount/access.html,http://www.phishtank.com/phish_detail.php?phish_id=6426315,2020-03-01T02:01:10+00:00,yes,2020-03-01T02:03:57+00:00,yes,Other
6426314,http://178.210.66.37/ll/myaccount/index2.html,http://www.phishtank.com/phish_detail.php?phish_id=6426314,2020-03-01T02:01:06+00:00,yes,2020-03-01T02:03:57+00:00,yes,Other
6426313,http://www.apple.com-devicealert.com/dPZVa,http://www.phishtank.com/phish_detail.php?phish_id=6426313,2020-03-01T02:01:02+00:00,yes,2020-03-01T02:03:58+00:00,yes,Other
6426312,http://apple.com-devicealert.com/dPZVa,http://www.phishtank.com/phish_detail.php?phish_id=6426312,2020-03-01T02:00:58+00:00,yes,2020-03-01T02:03:00+00:00,yes,Other
6426311,http://n4r7u.app.link/,http://www.phishtank.com/phish_detail.php?phish_id=6426311,2020-03-01T02:00:54+00:00,yes,2020-03-01T02:03:00+00:00,yes,Other
6426310,https://www.ebay.co.uk.20912887347.bid/,http://www.phishtank.com/phish_detail.php?phish_id=6426310,2020-03-01T02:00:51+00:00,yes,2020-03-01T02:03:00+00:00,yes,Other
6426309,https://et.upt.ro/sites/all/modules/custom/upt_blocks/templates/home/access0.php?sslchannel=true&amp;sessionid==Qv4We52QbRhJzM4kXFRZFH7ox6dSmricWm8bsb1E3jnC5rX37O2Nwab3goWDQePNBYZ4a0Idj5QpxNtE,http://www.phishtank.com/phish_detail.php?phish_id=6426309,2020-03-01T02:00:46+00:00,yes,2020-03-01T02:03:00+00:00,yes,Other
6426308,https://et.upt.ro/sites/all/modules/custom/upt_blocks/templates/home/access1.php?sslchannel=true&amp;sessionid==kGDFAIco9GtFFlVy5STvow0nVccZ9uLubp9M7mah2EXH0Sg5K9A9GBwBNJBWemqpLAbTWmbY18F21W7L,http://www.phishtank.com/phish_detail.php?phish_id=6426308,2020-03-01T02:00:41+00:00,yes,2020-03-01T02:02:03+00:00,yes,Other
6426307,https://et.upt.ro/sites/all/modules/custom/upt_blocks/templates/home/access.php,http://www.phishtank.com/phish_detail.php?phish_id=6426307,2020-03-01T02:00:37+00:00,yes,2020-03-01T02:02:03+00:00,yes,Other
6426306,http://www.manager-account.schoolfood.info/,http://www.phishtank.com/phish_detail.php?phish_id=6426306,2020-03-01T02:00:33+00:00,yes,2020-03-01T02:02:03+00:00,yes,Other
6426303,http://tgys.ccjindian.cn/,http://www.phishtank.com/phish_detail.php?phish_id=6426303,2020-03-01T01:53:59+00:00,yes,2020-03-01T03:30:17+00:00,yes,Other
6426295,https://amazon.co.jp.ae0e94b85a9942003e118006cb99137b.monster/,http://www.phishtank.com/phish_detail.php?phish_id=6426295,2020-03-01T01:27:06+00:00,yes,2020-03-01T01:29:00+00:00,yes,Amazon.com
6426288,http://oneup.com.np/wp-admin/w/customer_center/customer-IDPP00C571/myaccount/success/?enc=c3a9e25f92a475c4c5914ea78664b553&amp;p=0&amp;dispatch=50bc82212d604674107eb2f226b84cbf8b88f1aa,http://www.phishtank.com/phish_detail.php?phish_id=6426288,2020-03-01T01:00:25+00:00,yes,2020-03-01T01:01:25+00:00,yes,Other
6426287,http://canvasonfifth.com/comcast,http://www.phishtank.com/phish_detail.php?phish_id=6426287,2020-03-01T01:00:21+00:00,yes,2020-03-01T01:01:25+00:00,yes,Other
